System Number	$b	$j
014841264	HMNTS	lsidyv35607921
014841265	HMNTS	lsidyv358bc193
014841266	HMNTS	lsidyv308360bd
014841267	HMNTS	lsidyv34f1ae76
014841268	HMNTS	lsidyv35991656
014841269	HMNTS	lsidyv30a1422b
014841270	HMNTS	lsidyv3586a401
014841271	HMNTS	lsidyv35579700
014841272	HMNTS	lsidyv35b582fc
014841273	HMNTS	lsidyv3502adbb
014841274	HMNTS	lsidyv35099e91
014841275	HMNTS	lsidyv359126b6
014841276	HMNTS	lsidyv3560ba91
014841277	HMNTS	lsidyv316bbbce
014841278	HMNTS	lsidyv3188bc7c
014841279	HMNTS	lsidyv35559e8f
014841280	HMNTS	lsidyv359060f3
014841281	HMNTS	lsidyv30812175
014841282	HMNTS	lsidyv357be3c3
014841283	HMNTS	lsidyv3557fdfc
014841284	HMNTS	lsidyv32d01ab2
014841285	HMNTS	lsidyv3508b0e7
014841286	HMNTS	lsidyv34f22af4
014841287	HMNTS	lsidyv357a1f6f
014841288	HMNTS	lsidyv30ad26a0
014841289	HMNTS	lsidyv35b3bf88
014841290	HMNTS	lsidyv355ae7da
014841291	HMNTS	lsidyv308a3ca4
014841292	HMNTS	lsidyv35843762
014841293	HMNTS	lsidyv34fd6cc7
014841294	HMNTS	lsidyv3095dd18
014841295	HMNTS	lsidyv3559eb0f
014841296	HMNTS	lsidyv355e3c9c
014841297	HMNTS	lsidyv35b5e52e
014841298	HMNTS	lsidyv316b313e
014841299	HMNTS	lsidyv350bad91
014841300	HMNTS	lsidyv355b6dc4
014841301	HMNTS	lsidyv3581d56b
014841302	HMNTS	lsidyv3583b1d8
014841303	HMNTS	lsidyv3589c22b
014841304	HMNTS	lsidyv35082d33
014841305	HMNTS	lsidyv358e851f
014841306	HMNTS	lsidyv35030eca
014841307	HMNTS	lsidyv34fc16ed
014841308	HMNTS	lsidyv358f8300
014841309	HMNTS	lsidyv35b3a4e7
014841310	HMNTS	lsidyv32c41025
014841311	HMNTS	lsidyv358defb7
014841312	HMNTS	lsidyv35b91258
014841313	HMNTS	lsidyv32d132a1
014841314	HMNTS	lsidyv359330ed
014841315	HMNTS	lsidyv30351e8b
014841316	HMNTS	lsidyv358f2272
014841317	HMNTS	lsidyv34f395e2
014841318	HMNTS	lsidyv35870d81
014841319	HMNTS	lsidyv35b7424a
014841320	HMNTS	lsidyv35b605b5
014841321	HMNTS	lsidyv350db857
014841322	HMNTS	lsidyv35596fe0
014841323	HMNTS	lsidyv3602aad8
014841324	HMNTS	lsidyv3d7c7578
014841325	HMNTS	lsidyv35baad96
014841326	HMNTS	lsidyv35105a62
014841327	HMNTS	lsidyv3d76e28d
014841328	HMNTS	lsidyv35b65a63
014839324	HMNTS	lsidyv3557bfa9
014839325	HMNTS	lsidyv363d2add
014839326	HMNTS	lsidyv35094477
014839327	HMNTS	lsidyv350a5720
014839328	HMNTS	lsidyv35935a5a
014839329	HMNTS	lsidyv32bd87e2
014839330	HMNTS	lsidyv3584f115
014839331	HMNTS	lsidyv31ad6138
014839332	HMNTS	lsidyv357c3b24
014839333	HMNTS	lsidyv355810ca
014839334	HMNTS	lsidyv35b7fe5a
014839335	HMNTS	lsidyv32d53bb1
014839336	HMNTS	lsidyv3582fb18
014839337	HMNTS	lsidyv35990455
014839338	HMNTS	lsidyv3558d160
014839339	HMNTS	lsidyv35582c99
014839340	HMNTS	lsidyv350b4dfe
014839341	HMNTS	lsidyv3599a913
014839342	HMNTS	lsidyv357ca72a
014839343	HMNTS	lsidyv35b61b5e
014839344	HMNTS	lsidyv3555ade0
014839345	HMNTS	lsidyv3592f045
014839346	HMNTS	lsidyv35b51523
014839347	HMNTS	lsidyv35b2ab8f
014839348	HMNTS	lsidyv3588b78f
014839349	HMNTS	lsidyv31948f6f
014839350	HMNTS	lsidyv34f34f10
014839351	HMNTS	lsidyv34fda589
014839352	HMNTS	lsidyv34f01935
014839353	HMNTS	lsidyv359706dc
014839354	HMNTS	lsidyv357b80e5
014839355	HMNTS	lsidyv35990797
014839356	HMNTS	lsidyv3591efe0
014839357	HMNTS	lsidyv317eafda
014839358	HMNTS	lsidyv35825431
014839359	HMNTS	lsidyv30ab84b1
014839360	HMNTS	lsidyv30adcee8
014839361	HMNTS	lsidyv358560f6
014839362	HMNTS	lsidyv35563532
014839363	HMNTS	lsidyv31b5cf05
014839364	HMNTS	lsidyv3590f3ec
014839365	HMNTS	lsidyv35b79cb5
014839366	HMNTS	lsidyv350560b7
014839367	HMNTS	lsidyv35563391
014839368	HMNTS	lsidyv35531357
014839369	HMNTS	lsidyv35506896
014839370	HMNTS	lsidyv359a6711
014839371	HMNTS	lsidyv309a0e28
014839372	HMNTS	lsidyv3193e59f
014839373	HMNTS	lsidyv35b6349b
014839374	HMNTS	lsidyv3595c182
014839375	HMNTS	lsidyv355841cd
014839376	HMNTS	lsidyv3599b5a1
014839377	HMNTS	lsidyv359698c2
014839378	HMNTS	lsidyv35948d46
014839379	HMNTS	lsidyv315105e4
014839380	HMNTS	lsidyv3d78ff22
014839381	HMNTS	lsidyv358f9dca
014839382	HMNTS	lsidyv35b53a6e
014839383	HMNTS	lsidyv32cce3a1
014839384	HMNTS	lsidyv3587e670
014839385	HMNTS	lsidyv31932a5b
014839386	HMNTS	lsidyv3155d95a
014839387	HMNTS	lsidyv358fe44d
014839388	HMNTS	lsidyv32c48961
014839389	HMNTS	lsidyv354e64aa
014839390	HMNTS	lsidyv316fadd2
014839391	HMNTS	lsidyv34fc37be
014839392	HMNTS	lsidyv3557a467
014839393	HMNTS	lsidyv358116bb
014839394	HMNTS	lsidyv34fba498
014839395	HMNTS	lsidyv35545ac6
014839396	HMNTS	lsidyv31b4393d
014839397	HMNTS	lsidyv31782751
014839398	HMNTS	lsidyv31b10022
014839399	HMNTS	lsidyv31a3ad8e
014839400	HMNTS	lsidyv3550a959
014839401	HMNTS	lsidyv359aecfa
014839402	HMNTS	lsidyv358e5f2a
014839403	HMNTS	lsidyv359aad76
014839404	HMNTS	lsidyv358266fa
014839405	HMNTS	lsidyv358aac46
014839406	HMNTS	lsidyv31575fe8
014839407	HMNTS	lsidyv358a070f
014839408	HMNTS	lsidyv35931cd1
014839409	HMNTS	lsidyv35b8392e
014839410	HMNTS	lsidyv35b06b9c
014839411	HMNTS	lsidyv35998720
014839412	HMNTS	lsidyv35992c2a
014839413	HMNTS	lsidyv309bdd6e
014839414	HMNTS	lsidyv3158423d
014839415	HMNTS	lsidyv34f1f006
014839416	HMNTS	lsidyv3558275c
014839417	HMNTS	lsidyv358bfc64
014839418	HMNTS	lsidyv35833226
014839419	HMNTS	lsidyv35b7b3dc
014839420	HMNTS	lsidyv35556c18
014839421	HMNTS	lsidyv3507bc90
014839422	HMNTS	lsidyv355a6b4d
014839423	HMNTS	lsidyv35b5f338
014839424	HMNTS	lsidyv35b1ff62
014839425	HMNTS	lsidyv363d1a3f
014839426	HMNTS	lsidyv3503288c
014839427	HMNTS	lsidyv359cb785
014839428	HMNTS	lsidyv357a9da6
014839429	HMNTS	lsidyv3560aef6
014839430	HMNTS	lsidyv357c6f31
014839431	HMNTS	lsidyv35077c0b
014839432	HMNTS	lsidyv350c7bd6
014839433	HMNTS	lsidyv35b7bedc
014839434	HMNTS	lsidyv34fd1a8f
014839435	HMNTS	lsidyv35b3fcd3
014839436	HMNTS	lsidyv3554bab5
014839437	HMNTS	lsidyv3599ccb6
014839438	HMNTS	lsidyv3593fabc
014839439	HMNTS	lsidyv36601581
014839440	HMNTS	lsidyv35961449
014839441	HMNTS	lsidyv35952492
014839442	HMNTS	lsidyv35902e7c
014839443	HMNTS	lsidyv3726e425
014839444	HMNTS	lsidyv358a4e78
014839445	HMNTS	lsidyv32ccbfc0
014839446	HMNTS	lsidyv35916cfc
014839447	HMNTS	lsidyv355ad688
014839448	HMNTS	lsidyv359a0043
014839449	HMNTS	lsidyv3579effa
014839450	HMNTS	lsidyv358cf40f
014839451	HMNTS	lsidyv359b6dd2
014839452	HMNTS	lsidyv3591de29
014839453	HMNTS	lsidyv34fa249a
014839454	HMNTS	lsidyv359a8103
014839455	HMNTS	lsidyv3167eec8
014839456	HMNTS	lsidyv30909383
014839457	HMNTS	lsidyv359a76c3
014839458	HMNTS	lsidyv35503120
014839459	HMNTS	lsidyv35938b60
014839460	HMNTS	lsidyv35902042
014839461	HMNTS	lsidyv359b1f15
014839462	HMNTS	lsidyv37263c6e
014839463	HMNTS	lsidyv358b0385
014839464	HMNTS	lsidyv3d7c5ce5
014839465	HMNTS	lsidyv35b345c3
014839466	HMNTS	lsidyv35b33b6a
014839467	HMNTS	lsidyv35051ef8
014839468	HMNTS	lsidyv350a0be2
014839469	HMNTS	lsidyv32c6784b
014839470	HMNTS	lsidyv359231dd
014839471	HMNTS	lsidyv31a87132
014839472	HMNTS	lsidyv35b0790b
014839473	HMNTS	lsidyv358b43fe
014839474	HMNTS	lsidyv34f2bca1
014839475	HMNTS	lsidyv356111e8
014839476	HMNTS	lsidyv358bd882
014839477	HMNTS	lsidyv34f45bbf
014839478	HMNTS	lsidyv31973cad
014839479	HMNTS	lsidyv31915fef
014839480	HMNTS	lsidyv34f1be35
014839481	HMNTS	lsidyv357f70c2
014839482	HMNTS	lsidyv359a3877
014839483	HMNTS	lsidyv3556a82f
014839484	HMNTS	lsidyv350795d5
014839485	HMNTS	lsidyv316ef8ea
014839486	HMNTS	lsidyv36021374
014839487	HMNTS	lsidyv36a6a301
014839488	HMNTS	lsidyv354fdbc4
014839489	HMNTS	lsidyv357fecc8
014839490	HMNTS	lsidyv3583f994
014839491	HMNTS	lsidyv35570ecf
014839492	HMNTS	lsidyv35592505
014839493	HMNTS	lsidyv35815ebe
014839494	HMNTS	lsidyv319fa99a
014839495	HMNTS	lsidyv357af6e5
014839496	HMNTS	lsidyv31729c08
014839497	HMNTS	lsidyv355bc9db
014839498	HMNTS	lsidyv359a6343
014839499	HMNTS	lsidyv30ab60a4
014839500	HMNTS	lsidyv359a47b0
014839501	HMNTS	lsidyv357ba060
014839502	HMNTS	lsidyv34fa54f7
014839503	HMNTS	lsidyv35b7e38e
014839504	HMNTS	lsidyv35571c27
014839505	HMNTS	lsidyv35561b13
014839506	HMNTS	lsidyv358c1c15
014839507	HMNTS	lsidyv35b12535
014839508	HMNTS	lsidyv3579f894
014839509	HMNTS	lsidyv358c152f
014839510	HMNTS	lsidyv354ff32a
014839511	HMNTS	lsidyv3d776310
014839512	HMNTS	lsidyv3559f843
014839513	HMNTS	lsidyv355c89f3
014839514	HMNTS	lsidyv357fa030
014839515	HMNTS	lsidyv3583953e
014839516	HMNTS	lsidyv350d59a4
014839517	HMNTS	lsidyv35b62244
014839518	HMNTS	lsidyv34faf2d4
014839519	HMNTS	lsidyv30a3e885
014839520	HMNTS	lsidyv30876370
014839521	HMNTS	lsidyv3560dda9
014839522	HMNTS	lsidyv308b3c4a
014839523	HMNTS	lsidyv3560e793
014839524	HMNTS	lsidyv3560e652
014839525	HMNTS	lsidyv3560f0f7
014839526	HMNTS	lsidyv355b03e1
014839527	HMNTS	lsidyv355bd1b8
014839528	HMNTS	lsidyv358a8235
014839529	HMNTS	lsidyv34fa1c86
014839530	HMNTS	lsidyv3162bacf
014839531	HMNTS	lsidyv354d9f73
014839532	HMNTS	lsidyv35b4b29b
014839533	HMNTS	lsidyv358ddb92
014839534	HMNTS	lsidyv357c7e48
014839535	HMNTS	lsidyv35b1c0e3
014839536	HMNTS	lsidyv31a7ad68
014839537	HMNTS	lsidyv3595a29a
014839538	HMNTS	lsidyv35968738
014839539	HMNTS	lsidyv357aa79f
014839540	HMNTS	lsidyv357d1af4
014839541	HMNTS	lsidyv359646fb
014839542	HMNTS	lsidyv3593ea51
014839543	HMNTS	lsidyv358e326f
014839544	HMNTS	lsidyv357ae288
014839545	HMNTS	lsidyv35841079
014839546	HMNTS	lsidyv34f93a77
014839547	HMNTS	lsidyv31786333
014839548	HMNTS	lsidyv32d04301
014839549	HMNTS	lsidyv355b9be5
014839550	HMNTS	lsidyv32d6b436
014839551	HMNTS	lsidyv34ef808f
014839552	HMNTS	lsidyv35b31393
014839553	HMNTS	lsidyv357a4566
014839554	HMNTS	lsidyv3581f062
014839555	HMNTS	lsidyv34f6d014
014839556	HMNTS	lsidyv354f8c43
014839557	HMNTS	lsidyv35964c91
014839558	HMNTS	lsidyv3503e32d
014839559	HMNTS	lsidyv350fa297
014839560	HMNTS	lsidyv34f5d560
014839561	HMNTS	lsidyv359a7ab5
014839562	HMNTS	lsidyv357f780f
014839563	HMNTS	lsidyv3195095e
014839564	HMNTS	lsidyv357f8eea
014839565	HMNTS	lsidyv356113e6
014839566	HMNTS	lsidyv3d789880
014839567	HMNTS	lsidyv358344f4
014839568	HMNTS	lsidyv3550e03f
014839569	HMNTS	lsidyv35505ba8
014839570	HMNTS	lsidyv35b58197
014839571	HMNTS	lsidyv35b9b462
014839572	HMNTS	lsidyv35594202
014839573	HMNTS	lsidyv355351c2
014839574	HMNTS	lsidyv35b7d848
014839575	HMNTS	lsidyv35585fe6
014839576	HMNTS	lsidyv355790af
014839577	HMNTS	lsidyv3181a043
014839578	HMNTS	lsidyv34fa68ce
014839579	HMNTS	lsidyv355ef582
014839580	HMNTS	lsidyv358f24ed
014839581	HMNTS	lsidyv35b113d3
014839582	HMNTS	lsidyv3509f7a8
014839583	HMNTS	lsidyv34fbdbc6
014839584	HMNTS	lsidyv355aff64
014839585	HMNTS	lsidyv358db155
014839586	HMNTS	lsidyv30a59b4b
014839587	HMNTS	lsidyv359a52ec
014839588	HMNTS	lsidyv34f2da2d
014839589	HMNTS	lsidyv35b375da
014839590	HMNTS	lsidyv32bed398
014839591	HMNTS	lsidyv3d76cce2
014839592	HMNTS	lsidyv3d7b13f0
014839593	HMNTS	lsidyv357cd23a
014839594	HMNTS	lsidyv35b5a989
014839595	HMNTS	lsidyv3504c425
014839596	HMNTS	lsidyv30a91e56
014839597	HMNTS	lsidyv355a8ea6
014839598	HMNTS	lsidyv30a2d498
014839599	HMNTS	lsidyv3557b100
014839600	HMNTS	lsidyv355f13d5
014839601	HMNTS	lsidyv359c9c9d
014839602	HMNTS	lsidyv35b094fa
014839603	HMNTS	lsidyv3594e12c
014839604	HMNTS	lsidyv355bed26
014839605	HMNTS	lsidyv3596b8ed
014839606	HMNTS	lsidyv355a3a80
014839607	HMNTS	lsidyv3180c105
014839608	HMNTS	lsidyv363c9985
014839609	HMNTS	lsidyv35952141
014839610	HMNTS	lsidyv31a55d05
014839611	HMNTS	lsidyv34f31035
014839612	HMNTS	lsidyv34f2f333
014839613	HMNTS	lsidyv3503ce5f
014839614	HMNTS	lsidyv358fb776
014839615	HMNTS	lsidyv359548c6
014839616	HMNTS	lsidyv358de6f0
014839617	HMNTS	lsidyv35844a70
014839618	HMNTS	lsidyv355eed76
014839619	HMNTS	lsidyv35546fc0
014839620	HMNTS	lsidyv355c370e
014839621	HMNTS	lsidyv357ddf21
014839622	HMNTS	lsidyv34fa7de4
014839623	HMNTS	lsidyv35b1d1b6
014839624	HMNTS	lsidyv32ceab74
014839625	HMNTS	lsidyv3593466f
014839626	HMNTS	lsidyv3d760534
014839627	HMNTS	lsidyv358cb002
014839628	HMNTS	lsidyv34f7c4fa
014839629	HMNTS	lsidyv34fbf437
014839630	HMNTS	lsidyv32ca3b2b
014839631	HMNTS	lsidyv31a30d4c
014839632	HMNTS	lsidyv35550770
014839633	HMNTS	lsidyv35b270d5
014839634	HMNTS	lsidyv3592c29e
014839635	HMNTS	lsidyv35884e90
014839636	HMNTS	lsidyv35548a4b
014839637	HMNTS	lsidyv358b96a7
014839638	HMNTS	lsidyv34f859b1
014839639	HMNTS	lsidyv35b5bb65
014839640	HMNTS	lsidyv35879a8b
014839641	HMNTS	lsidyv35b3f6a6
014839642	HMNTS	lsidyv31839839
014839643	HMNTS	lsidyv316d4b99
014839644	HMNTS	lsidyv32d76e1e
014839645	HMNTS	lsidyv3504c254
014839646	HMNTS	lsidyv3d7bdad4
014839647	HMNTS	lsidyv34f4e853
014839648	HMNTS	lsidyv32dad6a6
014839649	HMNTS	lsidyv359252a5
014839650	HMNTS	lsidyv3508d7ee
014839651	HMNTS	lsidyv31841261
014839652	HMNTS	lsidyv3182ba8d
014839653	HMNTS	lsidyv31925826
014839654	HMNTS	lsidyv355449a2
014839655	HMNTS	lsidyv354e9006
014839656	HMNTS	lsidyv32c4e4b1
014839657	HMNTS	lsidyv357d5a71
014839658	HMNTS	lsidyv3589a2b0
014839659	HMNTS	lsidyv35b1f9dc
014839660	HMNTS	lsidyv355a56b6
014839661	HMNTS	lsidyv357e3b23
014839662	HMNTS	lsidyv35548be0
014839663	HMNTS	lsidyv34f6f36d
014839664	HMNTS	lsidyv355bc094
014839665	HMNTS	lsidyv35026c82
014839666	HMNTS	lsidyv358037ee
014839667	HMNTS	lsidyv355c75c1
014839668	HMNTS	lsidyv359c87b1
014839669	HMNTS	lsidyv357ac3b9
014839670	HMNTS	lsidyv34f21acb
014839671	HMNTS	lsidyv359b33f1
014839672	HMNTS	lsidyv3159d587
014839673	HMNTS	lsidyv354fba6a
014839674	HMNTS	lsidyv32bf56c8
014839675	HMNTS	lsidyv308d8851
014839676	HMNTS	lsidyv308d3ea4
014839677	HMNTS	lsidyv315a215f
014839678	HMNTS	lsidyv308bf5fe
014839679	HMNTS	lsidyv34eef9d2
014839680	HMNTS	lsidyv315a8a16
014839681	HMNTS	lsidyv357cf815
014839682	HMNTS	lsidyv358310c6
014839683	HMNTS	lsidyv359c3004
014839684	HMNTS	lsidyv355d1e1e
014839685	HMNTS	lsidyv3591c68d
014839686	HMNTS	lsidyv359ab4c5
014839687	HMNTS	lsidyv359afb79
014839688	HMNTS	lsidyv359c7687
014839689	HMNTS	lsidyv31b7964a
014839690	HMNTS	lsidyv3199b247
014839691	HMNTS	lsidyv359af653
014839692	HMNTS	lsidyv35535cfe
014839693	HMNTS	lsidyv32cf79d1
014839694	HMNTS	lsidyv34f5cb99
014839695	HMNTS	lsidyv3583df8d
014839696	HMNTS	lsidyv355c7ebe
014839697	HMNTS	lsidyv318ad713
014839698	HMNTS	lsidyv34f1bd0c
014839699	HMNTS	lsidyv358d5ff5
014839700	HMNTS	lsidyv31b26512
014839701	HMNTS	lsidyv358c7052
014839702	HMNTS	lsidyv357a3d50
014839703	HMNTS	lsidyv3554f29d
014839704	HMNTS	lsidyv315085c7
014839705	HMNTS	lsidyv355a7749
014839706	HMNTS	lsidyv35818cce
014839707	HMNTS	lsidyv3187460d
014839708	HMNTS	lsidyv35959399
014839709	HMNTS	lsidyv32cc05a5
014839710	HMNTS	lsidyv31581bc5
014839711	HMNTS	lsidyv359c7de4
014839712	HMNTS	lsidyv35b40b76
014839713	HMNTS	lsidyv358320eb
014839714	HMNTS	lsidyv35548751
014839715	HMNTS	lsidyv32c8c04c
014839716	HMNTS	lsidyv3d76b2a1
014839717	HMNTS	lsidyv355c527f
014839718	HMNTS	lsidyv3587d823
014839719	HMNTS	lsidyv359aeffc
014839720	HMNTS	lsidyv34f620ec
014839721	HMNTS	lsidyv35b43512
014839722	HMNTS	lsidyv34f4349d
014839723	HMNTS	lsidyv35b441cb
014839724	HMNTS	lsidyv358d1281
014839725	HMNTS	lsidyv35531be7
014839726	HMNTS	lsidyv35943b4a
014839727	HMNTS	lsidyv35819420
014839728	HMNTS	lsidyv358427a6
014839729	HMNTS	lsidyv35b23ab9
014839730	HMNTS	lsidyv358dabaf
014839731	HMNTS	lsidyv3593ce6b
014839732	HMNTS	lsidyv3509ca88
014839733	HMNTS	lsidyv358df73f
014839734	HMNTS	lsidyv3553f66a
014839735	HMNTS	lsidyv3592dfd3
014839736	HMNTS	lsidyv31962a33
014839737	HMNTS	lsidyv358aeb1c
014839738	HMNTS	lsidyv3599ce80
014839739	HMNTS	lsidyv31608b79
014839740	HMNTS	lsidyv3d7b7552
014839741	HMNTS	lsidyv359cc7cf
014839742	HMNTS	lsidyv3580d447
014839743	HMNTS	lsidyv359497c4
014839744	HMNTS	lsidyv35506bff
014839745	HMNTS	lsidyv35552625
014839746	HMNTS	lsidyv35b54608
014839747	HMNTS	lsidyv35ba83e3
014839748	HMNTS	lsidyv35592cd6
014839749	HMNTS	lsidyv35551a49
014839750	HMNTS	lsidyv34f09f31
014839751	HMNTS	lsidyv34f77f46
014839752	HMNTS	lsidyv3502447b
014839753	HMNTS	lsidyv3550c9c9
014839754	HMNTS	lsidyv319791a5
014839755	HMNTS	lsidyv35b40075
014839756	HMNTS	lsidyv35840584
014839757	HMNTS	lsidyv32dbbca9
014839758	HMNTS	lsidyv35b13465
014839759	HMNTS	lsidyv32cd99b4
014839760	HMNTS	lsidyv35b2262f
014839761	HMNTS	lsidyv354f1cb9
014839762	HMNTS	lsidyv354df64c
014839763	HMNTS	lsidyv357bbd15
014839764	HMNTS	lsidyv35873dff
014839765	HMNTS	lsidyv35b40e7f
014839766	HMNTS	lsidyv358bef8a
014839767	HMNTS	lsidyv34fac287
014839768	HMNTS	lsidyv32cb048a
014839769	HMNTS	lsidyv357b5c53
014839770	HMNTS	lsidyv35552f58
014839771	HMNTS	lsidyv3557f6af
014839772	HMNTS	lsidyv3583caf6
014839773	HMNTS	lsidyv35b7b8ee
014839774	HMNTS	lsidyv3586cefe
014839775	HMNTS	lsidyv357bae9f
014839776	HMNTS	lsidyv35608395
014839777	HMNTS	lsidyv35b5e963
014839778	HMNTS	lsidyv309abd6e
014839779	HMNTS	lsidyv34ef3c7b
014839780	HMNTS	lsidyv3588714b
014839781	HMNTS	lsidyv34f5bd2e
014839782	HMNTS	lsidyv35b27fc7
014839783	HMNTS	lsidyv358f2682
014839784	HMNTS	lsidyv3d7c908d
014839785	HMNTS	lsidyv3581018a
014839786	HMNTS	lsidyv35b5cf57
014839787	HMNTS	lsidyv350fa08a
014839788	HMNTS	lsidyv35b7939b
014839789	HMNTS	lsidyv3593a1bf
014839790	HMNTS	lsidyv3553d62c
014839791	HMNTS	lsidyv31683225
014839792	HMNTS	lsidyv350f05f6
014839793	HMNTS	lsidyv35100a3d
014839794	HMNTS	lsidyv3558feff
014839795	HMNTS	lsidyv3591d40c
014839796	HMNTS	lsidyv35b07dc6
014839797	HMNTS	lsidyv3199422c
014839798	HMNTS	lsidyv34f1ccde
014839799	HMNTS	lsidyv34f4e5da
014839800	HMNTS	lsidyv34fe3c68
014839801	HMNTS	lsidyv357ef4c0
014839802	HMNTS	lsidyv357e9100
014839803	HMNTS	lsidyv35811f64
014839804	HMNTS	lsidyv31a888ec
014839805	HMNTS	lsidyv35b42973
014839806	HMNTS	lsidyv35bad845
014839807	HMNTS	lsidyv34f02452
014839808	HMNTS	lsidyv32cc62d0
014839809	HMNTS	lsidyv359bde99
014839810	HMNTS	lsidyv35b7251d
014839811	HMNTS	lsidyv35b7bc57
014839812	HMNTS	lsidyv350d2eac
014839813	HMNTS	lsidyv34f59e46
014839814	HMNTS	lsidyv35561306
014839815	HMNTS	lsidyv35913a4d
014839816	HMNTS	lsidyv350d0305
014839817	HMNTS	lsidyv359ae8d1
014839818	HMNTS	lsidyv35b24bef
014839819	HMNTS	lsidyv35b1874b
014839820	HMNTS	lsidyv31542dce
014839821	HMNTS	lsidyv317127b4
014839822	HMNTS	lsidyv357f1ae6
014839823	HMNTS	lsidyv358bad68
014839824	HMNTS	lsidyv35829787
014839825	HMNTS	lsidyv358d3525
014839826	HMNTS	lsidyv358d2492
014839827	HMNTS	lsidyv357e7015
014839828	HMNTS	lsidyv35b282ac
014839829	HMNTS	lsidyv350724a5
014839830	HMNTS	lsidyv355f2db8
014839831	HMNTS	lsidyv3504b052
014839832	HMNTS	lsidyv358e5ba3
014839833	HMNTS	lsidyv35932267
014839834	HMNTS	lsidyv355a1ea6
014839835	HMNTS	lsidyv359c6d66
014839836	HMNTS	lsidyv35616602
014839837	HMNTS	lsidyv35536529
014839838	HMNTS	lsidyv35569485
014839839	HMNTS	lsidyv350858ee
014839840	HMNTS	lsidyv355ee4a9
014839841	HMNTS	lsidyv359094f2
014839842	HMNTS	lsidyv355488fe
014839843	HMNTS	lsidyv3507d631
014839844	HMNTS	lsidyv35574e92
014839845	HMNTS	lsidyv34eed0ae
014839846	HMNTS	lsidyv317cd0f0
014839847	HMNTS	lsidyv359626a8
014839848	HMNTS	lsidyv357a019c
014839849	HMNTS	lsidyv35b07c55
014839850	HMNTS	lsidyv3560b0d0
014839851	HMNTS	lsidyv35928f72
014839852	HMNTS	lsidyv35b772ba
014839853	HMNTS	lsidyv317d32e2
014839854	HMNTS	lsidyv3599f3ec
014839855	HMNTS	lsidyv359a2714
014839856	HMNTS	lsidyv354de39a
014839857	HMNTS	lsidyv359533ca
014839858	HMNTS	lsidyv35092ea2
014839859	HMNTS	lsidyv358c9d03
014839860	HMNTS	lsidyv34f3950d
014839861	HMNTS	lsidyv35b67be5
014839862	HMNTS	lsidyv35b8a784
014839863	HMNTS	lsidyv3508c850
014839864	HMNTS	lsidyv355e65d7
014839865	HMNTS	lsidyv355e7c95
014839866	HMNTS	lsidyv3560ae15
014839867	HMNTS	lsidyv34efe3ab
014839868	HMNTS	lsidyv34f16e4e
014839869	HMNTS	lsidyv357e9cda
014839870	HMNTS	lsidyv359b5a8a
014839871	HMNTS	lsidyv32cf1fb4
014839872	HMNTS	lsidyv3d7699c6
014839873	HMNTS	lsidyv357aaf4d
014839874	HMNTS	lsidyv34f6f50e
014839875	HMNTS	lsidyv358d134a
014839876	HMNTS	lsidyv357a6ab8
014839877	HMNTS	lsidyv3174b73d
014839878	HMNTS	lsidyv35031d8b
014839879	HMNTS	lsidyv3586bc93
014839880	HMNTS	lsidyv34f6cf93
014839881	HMNTS	lsidyv35838d87
014839882	HMNTS	lsidyv34f668b5
014839883	HMNTS	lsidyv3189004e
014839884	HMNTS	lsidyv3560ff94
014839885	HMNTS	lsidyv34fadafc
014839886	HMNTS	lsidyv355d6ca5
014839887	HMNTS	lsidyv35b8d81a
014839888	HMNTS	lsidyv309ebc84
014839889	HMNTS	lsidyv32daf40d
014839890	HMNTS	lsidyv32d59f99
014839891	HMNTS	lsidyv355a2ecc
014839892	HMNTS	lsidyv3590099b
014839893	HMNTS	lsidyv350a7591
014839894	HMNTS	lsidyv34f97d7a
014839895	HMNTS	lsidyv358b0cf7
014839896	HMNTS	lsidyv35022130
014839897	HMNTS	lsidyv359a0885
014839898	HMNTS	lsidyv32cbb233
014839899	HMNTS	lsidyv355d3f14
014839900	HMNTS	lsidyv30a2aa5b
014839901	HMNTS	lsidyv358c88db
014839902	HMNTS	lsidyv358c3ebb
014839903	HMNTS	lsidyv31605dc7
014839904	HMNTS	lsidyv3554a4d2
014839905	HMNTS	lsidyv358acbf9
014839906	HMNTS	lsidyv319960f6
014839907	HMNTS	lsidyv316a108a
014839908	HMNTS	lsidyv3588ae4a
014839909	HMNTS	lsidyv358c01e2
014839910	HMNTS	lsidyv34f88e60
014839911	HMNTS	lsidyv354dfb54
014839912	HMNTS	lsidyv34fb8d24
014839913	HMNTS	lsidyv35927433
014839914	HMNTS	lsidyv31aeb239
014839915	HMNTS	lsidyv34f5221f
014839916	HMNTS	lsidyv31af8ee3
014839917	HMNTS	lsidyv31aa0566
014839918	HMNTS	lsidyv354e0859
014839919	HMNTS	lsidyv31a9cef4
014839920	HMNTS	lsidyv34f3839c
014839921	HMNTS	lsidyv363c69fd
014839922	HMNTS	lsidyv354e7fc5
014839923	HMNTS	lsidyv3560705d
014839924	HMNTS	lsidyv30993712
014839925	HMNTS	lsidyv31a0450c
014839926	HMNTS	lsidyv30b4b8b1
014839927	HMNTS	lsidyv32d2019b
014839928	HMNTS	lsidyv35b73453
014839929	HMNTS	lsidyv32bfac21
014839930	HMNTS	lsidyv354fd0af
